,docid,hot,thank,gift,contr,views,article,patient1,period,treat
2079,http://zhoudekaidr.haodf.com/,5,512,1574,181465,3490108,9,13475,10,0
2089,http://surgeonhubo.haodf.com/,4.5,194,334,83915,910620,7,2793,10,0
21012,http://renhongxiadr.haodf.com/,4.4,113,529,33825,504144,1,2184,10,0
21113,http://zhangyuebindr.haodf.com/,4,47,444,41185,849739,4,3299,10,0
21211,http://yingzhou.haodf.com/,4.3,123,486,42210,842472,5,1353,10,0
21310,http://likaikerry.haodf.com/,4.2,66,401,34890,1719509,12,2330,10,0
2149,http://chenhaichen.haodf.com/,4.2,283,3804,311935,3245647,24,8339,10,0
2189,http://harrysunhl.haodf.com/,4.9,290,316,27405,2222127,71,2807,10,0
2199,http://lizijian.haodf.com/,5,168,610,69064,4129185,28,4471,10,0
2209,http://yuyonglinhdf.haodf.com/,4.8,146,118,32400,489370,179,1649,10,0
22113,http://xhwangjh.haodf.com/,4.6,134,205,60250,5677916,19,8437,10,0
22211,http://lifengdoc.haodf.com/,4.8,119,492,25353,1538481,113,1953,10,0
2239,http://fupeiliang.haodf.com/,4.6,78,209,22205,491469,16,1707,10,0
2249,http://lishugang.haodf.com/,4.4,222,342,41817,5728362,7,4559,10,0
2259,http://gaoxurendr.haodf.com/,4.4,288,305,82355,10832887,777,11905,10,0
2269,http://gzhuangzq.haodf.com/,4.4,89,567,71757,5747113,423,5657,10,0
2279,http://haiyong.haodf.com/,4.3,81,555,118407,8564352,203,7130,10,0
2289,http://zhanghongmd.haodf.com/,4.2,73,294,54835,3804280,193,3699,10,0
2299,http://aoplatedoctor.haodf.com/,4.1,44,181,50615,1924096,110,3800,10,0
2309,http://sunchangying.haodf.com/,3.7,7,25,23726,1538291,18,2869,10,0
23113,http://lhbdalian243.haodf.com/,3.5,3,23,22040,1244765,10,2533,10,0
23210,http://jiangliangputh.haodf.com/,4.9,440,1580,229350,19379787,109,16034,10,0
2339,http://yangqiangdoctor.haodf.com/,4.9,171,446,39305,1127796,46,3759,10,0
2349,http://orthoyang.haodf.com/,5,170,270,28380,1544573,9,4738,10,0
2359,http://microortho.haodf.com/,4.7,57,166,47155,2215453,21,4126,10,0
2369,http://jianyuny.haodf.com/,4.9,198,544,73565,3229487,17,4238,10,0
2389,http://xulei68.haodf.com/,4.6,109,518,35565,2079350,9,2603,10,0
2399,http://xuhailin.haodf.com/,4.9,118,222,26930,1407507,32,1865,10,0
2409,http://yuantao1967.haodf.com/,5,109,639,70725,1575751,0,4595,10,0
2439,http://wangzimin.haodf.com/,4.9,128,123,31982,3187774,62,2946,10,0
2449,http://tangqiheng.haodf.com/,4.5,56,88,4915,228283,1,458,10,0
2459,http://havestlee.haodf.com/,4.4,248,468,139943,11294594,5,11144,10,0
2469,http://wangxiaoying08.haodf.com/,4.6,206,737,183988,13090857,35,13302,10,0
2479,http://siwodo.haodf.com/,4.7,143,307,62714,1621797,13,4388,10,0
2489,http://xu7jin.haodf.com/,4.8,149,196,36751,2165488,0,3358,10,0
2499,http://shshenqin.haodf.com/,4.6,104,521,69203,3425927,19,5430,10,0
2509,http://lipengjing.haodf.com/,4.7,130,218,22435,740989,0,2164,10,0
25113,http://yuzhiqiangdr.haodf.com/,4.6,115,324,55402,2546629,15,4063,10,0
25211,http://hyang1007.haodf.com/,4.4,98,307,29898,2307212,22,2928,10,0
2539,http://chenyouxin.haodf.com/,4.5,372,846,95684,11978934,50,10582,10,0
2549,http://wangwjchina.haodf.com/,4.7,75,549,29955,1179277,28,4347,10,0
2559,http://lizhengkang58.haodf.com/,4.6,392,330,112095,4748545,32,5336,10,0
2569,http://chenyueguo.haodf.com/,4.5,82,185,43815,4538423,19,3495,10,0
2579,http://dongbaixia.haodf.com/,4.2,26,200,38770,2147017,5,4706,10,0
2589,http://limingwu.haodf.com/,4.1,51,60,9094,1451499,1,1249,10,0
2599,http://qikunying.haodf.com/,3.8,9,26,18305,836929,45,2047,10,0
2609,http://zhaoyangwang.haodf.com/,4,13,13,2020,307463,1,366,10,0
26112,http://aipinggu.haodf.com/,3.4,2,20,14501,810999,2,1182,10,0
26210,http://xiangdm.haodf.com/,4.8,268,1490,173295,9507604,35,10051,10,0
2639,http://zhudehai.haodf.com/,4.6,174,588,127131,9648322,46,9668,10,0
2649,http://ykyg.haodf.com/,4,281,1510,948737,92985065,473,69588,10,0
2679,http://rockersong.haodf.com/,4.9,43,267,94110,4665656,3,8351,10,0
2689,http://zhangxiaohui1983.haodf.com/,4.3,156,298,42445,2352262,2,3356,10,0
2699,http://Drdingpeng.haodf.com/,4.9,99,116,10460,361783,10,1246,10,0
2709,http://BingFang.haodf.com/,4.4,58,620,101489,11141433,35,6670,10,0
27113,http://drchenzhuo.haodf.com/,4.6,124,243,35285,1103193,0,2976,10,0
27210,http://jimxiaojian.haodf.com/,4.8,154,1753,78440,566559,7,1664,10,0
2738,http://dengyanhong7.haodf.com/,4.2,21,223,17793,958299,46,1094,10,0
2759,http://wangshanhaifu.haodf.com/,4.4,93,265,39055,2461513,22,3300,10,0
2769,http://qingleigao.haodf.com/,4.8,227,536,57285,2238582,0,3444,10,0
2779,http://xugang5.haodf.com/,4.6,30,171,78191,8042996,281,6533,10,0
2789,http://yantaiqiang.haodf.com/,4.5,100,141,14540,1650421,3,1862,10,0
2799,http://zhuiyuan87.haodf.com/,4.7,60,964,48475,795147,0,1423,10,0
2809,http://zhaifengxia.haodf.com/,4.9,70,269,83445,4340636,1,8138,10,0
28113,http://judy815.haodf.com/,4.6,481,3004,387001,45312360,32,18251,10,0
28211,http://chenruixuecrx.haodf.com/,4.6,283,1344,122778,8550767,2,6568,10,0
2839,http://laimaohuadoctor.haodf.com/,4.4,62,454,80929,8615671,79,6271,10,0
2849,http://zengcheng1988.haodf.com/,4.2,140,827,164623,17524923,96,10627,10,0
2859,http://zhaohonglihaodf.haodf.com/,4,83,380,70440,7855351,50,3791,10,0
2869,http://tengxiuxiang.haodf.com/,4.1,104,839,229820,22672498,22,17507,10,0
2879,http://hymaxian.haodf.com/,4.2,41,169,33989,615359,7,1739,10,0
2889,http://songchundong.haodf.com/,5,94,258,37950,701655,24,2635,10,0
2899,http://caolf.haodf.com/,4.2,24,271,34035,880364,11,2671,10,0
2909,http://wulq1211.haodf.com/,3.8,28,32,28025,4202930,15,2442,10,0
29113,http://likaihua.haodf.com/,4.3,47,152,39765,3124949,43,3292,10,0
29211,http://libohua811016.haodf.com/,4.8,67,117,31895,814327,7,1965,10,0
2939,http://vipzhihong.haodf.com/,4.9,146,570,131985,3340287,6,9049,10,0
2949,http://libo.haodf.com/,4.8,179,718,174760,16652873,193,12440,10,0
2959,http://zhoubindaifu.haodf.com/,4.4,71,333,46555,16000908,16,4089,10,0
2969,http://hexinguodr.haodf.com/,4.1,86,339,54160,1782808,65,3874,10,0
2979,http://liiuguangwei.haodf.com/,4.2,23,108,15700,1043832,126,1882,10,0
2989,http://lijingwei120.haodf.com/,3.7,1,12,24915,2140225,2,2755,10,0
2999,http://shisuofang.haodf.com/,4.7,164,702,111565,12020116,184,8719,10,0
3009,http://zhangxiaomeidoc.haodf.com/,4.5,99,89,12185,250770,23,888,10,0
3029,http://gaojiandong.haodf.com/,4.3,12,29,7757,631936,2,490,10,0
3039,http://yepeizhi.haodf.com/,4.8,161,736,74894,4166075,22,4278,10,0
3049,http://harvyhuang.haodf.com/,4.3,53,702,35620,759286,10,2154,10,0
3059,http://tianjianhui.haodf.com/,4.4,183,1698,109452,8186437,40,8623,10,0
3069,http://wuwanyin.haodf.com/,4.3,53,274,59612,6519290,37,4926,10,0
3079,http://lidahys.haodf.com/,4.5,255,3258,364982,30311711,93,18586,10,0
3089,http://wangweitaodr.haodf.com/,4.8,75,199,16170,704985,15,1387,10,0
3099,http://xuguangfu.haodf.com/,4.4,206,664,186320,16606669,126,8470,10,0
3109,http://twmcgcyx.haodf.com/,4.4,29,57,52529,6402687,43,4049,10,0
31113,http://qinguozheng.haodf.com/,4.9,97,756,113838,8103595,35,9076,10,0
31211,http://lvliguo.haodf.com/,4.5,99,506,88025,7259498,96,4144,10,0
3139,http://wendywang13.haodf.com/,5,182,314,58069,3602411,19,4064,10,0
3149,http://chenluquan.haodf.com/,4.6,130,543,28980,3094691,51,3246,10,0
3159,http://gred522.haodf.com/,4.3,23,22,12738,3138809,343,1422,10,0
3169,http://zxj6298.haodf.com/,4.7,100,344,58520,1758479,0,2717,10,0
3179,http://dongzhenhua.haodf.com/,4.7,485,2751,277020,29411432,5,8669,10,0
3189,http://wangliangxin1958.haodf.com/,5,78,359,52845,329688,7,2414,10,0
3199,http://syun163.haodf.com/,4.8,186,2253,208145,8618274,40,11098,10,0
3209,http://gaomingxjurology.haodf.com/,4.8,175,539,106224,5296896,205,8022,10,0
32113,http://hongyandr.haodf.com/,4.6,159,1014,167995,8311386,7,8470,10,0
32210,http://jiyurong.haodf.com/,4.6,133,1594,114461,3962361,13,4469,10,0
3239,http://tianlifengdr.haodf.com/,4.6,80,1912,93380,1204804,19,4235,10,0
3259,http://mahuagang.haodf.com/,4.6,168,562,111037,3394953,9,8047,10,0
3269,http://cqpassion.haodf.com/,4.5,109,1327,67155,866058,45,1350,10,0
3279,http://sunxiuqin82063.haodf.com/,4.6,119,1224,90077,3446316,82,6228,10,0
3289,http://zhengpengsheng.haodf.com/,4.9,767,420,127405,18889285,12,11698,10,0
33113,http://zhangningszy.haodf.com/,4.3,101,652,190086,11837376,4,8334,10,0
33210,http://wangzulong.haodf.com/,4,64,213,204624,23579039,87,14916,10,0
3339,http://fengwenjuann.haodf.com/,4.1,21,96,19870,233593,6,641,10,0
3359,http://hanzhao3577.haodf.com/,4.7,212,1037,144955,5449663,49,11093,10,0
3369,http://zanghongrui.haodf.com/,4.7,223,278,28040,1793671,7,3593,10,0
3379,http://chenyangxijing.haodf.com/,4.6,168,639,46110,2750753,20,4192,10,0
3389,http://entljr.haodf.com/,4.4,147,515,112462,11557037,8,8314,10,0
3399,http://bchen66.haodf.com/,4.6,280,443,82240,10273983,53,8292,10,0
3409,http://doctorchenming.haodf.com/,4.3,97,184,13505,693411,25,1644,10,0
34113,http://wangwuqing.haodf.com/,4.4,119,279,30125,2745684,31,3431,10,0
34211,http://xzhwang.haodf.com/,3.9,74,534,247359,21049239,44,15240,10,0
3439,http://pfklicy1.haodf.com/,4.6,258,1691,181095,12139051,31,13255,10,0
3449,http://xiangleihongdr.haodf.com/,4.5,256,1413,29030,2291047,0,1986,10,0
3459,http://pengyangdr.haodf.com/,4.4,113,491,74960,2540435,1,5283,10,0
3469,http://ddpfmr.haodf.com/,4.3,123,269,47935,2945089,32,4906,10,0
3479,http://jaingfaxing.haodf.com/,4.2,85,564,108655,5926361,11,7418,10,0
3489,http://kewujian.haodf.com/,4.6,103,803,134195,2635785,90,5133,10,0
3499,http://sunyingqiyan.haodf.com/,3.6,7,34,47485,1856576,1,4273,10,0
3509,http://songyuantao.haodf.com/,3.7,1,35,66135,1826272,0,3557,10,0
3531,http://pengyifeng.haodf.com/,4.2,98,569,155523,5968574,101,11297,10,0
3541,http://songweiru.haodf.com/,4.2,83,841,135885,2520723,34,6432,10,0
3569,http://huomenghua.haodf.com/,4,24,180,117242,12668495,36,9470,10,0
3571,http://yangqiongbd.haodf.com/,4.9,127,403,48572,2351890,32,2601,10,0
3589,http://zhengxianzhen.haodf.com/,4.9,105,1178,48770,934578,7,4094,10,0
3599,http://zhufy.haodf.com/,4.5,50,234,48655,6744704,23,3985,10,0
3609,http://luoxiaonian.haodf.com/,4.5,219,983,246416,34158940,117,11969,10,0
3619,http://zhengminxin.haodf.com/,4.4,68,444,53225,611798,15,1500,10,0
3629,http://mengfu.haodf.com/,3.7,5,6,15280,2248508,25,1328,10,0
3639,http://yanghaozhen.haodf.com/,4.6,116,551,85340,6699620,58,7220,10,0
3659,http://fangzhongyi.haodf.com/,4.4,118,500,82751,3607645,23,6844,10,0
3661,http://drlvzheng.haodf.com/,4.2,163,1512,110341,12048036,26,2694,10,0
3679,http://guoqinwei.haodf.com/,4.9,276,1878,147495,8458096,17,8586,10,0
3689,http://huidong01.haodf.com/,4.8,282,967,218774,11743890,78,6599,10,0
3699,http://huayinghui.haodf.com/,4.7,189,810,176813,12100292,97,9134,10,0
37111,http://jiangningyi.haodf.com/,4.9,339,2404,329082,19087483,49,20929,10,0
3722,http://rjchengang.haodf.com/,4.6,96,579,70095,3966398,10,5320,10,0
3739,http://liangh1688.haodf.com/,4.5,163,1815,280082,27727627,93,15989,10,0
3749,http://shibaogang0622.haodf.com/,3.5,4,53,49335,1089517,41,3512,10,0
3759,http://lijiandong.haodf.com/,4.2,102,285,137180,12257352,93,9715,10,0
1142,http://zhaochob.haodf.com/,4.8,310,2583,145961,7334821,88,4935,11,0
2150,http://lizhuyi.haodf.com/,4.6,143,414,76604,4826976,11,4606,11,0
3100,http://bmusunnyw.haodf.com/,4.6,226,285,31140,4089243,5,4004,11,0
440,http://wangshuang2013.haodf.com/,4.4,88,1146,50920,1191792,22,1355,11,0
540,http://yuanyun1.haodf.com/,4.4,243,1200,166146,14481232,117,7664,11,0
640,http://bjdlct.haodf.com/,4.3,71,445,48440,1244138,14,2211,11,0
740,http://luzhq.haodf.com/,4.1,30,249,53537,5751994,89,4217,11,0
840,http://majinghong.haodf.com/,4.1,27,119,24085,1292674,8,1964,11,0
940,http://xiaopingwang.haodf.com/,4,42,227,68075,9086470,65,7678,11,0
1040,http://liliuyi.haodf.com/,3.9,16,58,14638,1400326,93,1271,11,0
1143,http://tbd1999ht.haodf.com/,4.4,114,1207,138905,4971791,7,11073,11,0
1240,http://yaoshukun.haodf.com/,4.5,103,230,65580,8201108,10,6388,11,0
1340,http://yuj123.haodf.com/,4.7,136,605,188253,18168881,442,13531,11,0
1440,http://yuli1995.haodf.com/,4.4,129,489,110997,10122877,11,9189,11,0
1523,http://sunweihao.haodf.com/,4.8,43,136,38405,7264451,14,5166,11,0
1640,http://tanhua2010.haodf.com/,3.8,21,56,32211,3332169,22,1952,11,0
1740,http://drsun.haodf.com/,4.8,88,256,68916,5671902,38,6297,11,0
1840,http://shuwang999.haodf.com/,4.4,192,2158,194497,16116369,11,6428,11,0
1940,http://xcxhs.haodf.com/,4,21,245,33138,1139978,9,2815,11,0
2030,http://jianghongwei.haodf.com/,3.7,4,39,14662,2224334,159,915,11,0
2151,http://litianwang.haodf.com/,4.8,289,933,89160,2461332,41,5047,11,0
2240,http://drguoqiang.haodf.com/,4.4,95,307,43276,3438457,53,3919,11,0
2340,http://dengwm1974.haodf.com/,4,60,327,87840,2882929,32,3730,11,0
2417,http://drl3608.haodf.com/,4.6,87,98,8700,839332,0,702,11,0
2540,http://wxp13.haodf.com/,4.5,113,713,95330,2841365,75,6666,11,0
2640,http://guqihua.haodf.com/,4,21,175,51793,5420219,6,3267,11,0
2739,http://wenjiqiu75.haodf.com/,4.7,259,2153,101930,4877598,31,5927,11,0
2840,http://liuhongbao.haodf.com/,4.5,91,685,54421,647700,1,2607,11,0
2940,http://zhangpengkidney.haodf.com/,4.4,109,900,50795,2297381,11,3519,11,0
3018,http://drhongyantong.haodf.com/,4.7,89,577,55790,3223325,43,3720,11,0
3140,http://laiyueyun.haodf.com/,4.5,66,278,39360,2617837,0,2849,11,0
3240,http://heguangsheng.haodf.com/,4.4,110,953,295613,20180370,80,12889,11,0
3340,http://zhengyini.haodf.com/,4.1,48,1349,121155,3770991,19,6855,11,0
3440,http://Fangqing123.haodf.com/,4.1,163,1882,200385,32439174,2667,7404,11,0
3529,http://guankai.haodf.com/,4.8,314,470,87877,12505426,9,10541,11,0
3723,http://duanyuyun.haodf.com/,3.9,12,74,9260,276771,5,708,11,0
3812,http://houyongqiang120.haodf.com/,3.5,5,82,76830,2759567,0,4568,11,0
3911,http://jiaoliqun.haodf.com/,4.6,304,2013,171440,12111615,14,9123,11,0
4010,http://liangjiantao.haodf.com/,4.4,207,164,25237,2411511,26,2735,11,0
4114,http://edward0061.haodf.com/,4.4,78,157,51975,2866347,31,5342,11,0
4212,http://lianweipumch.haodf.com/,4.1,546,3060,363664,21402773,114,16648,11,0
4310,http://hexiaosheng.haodf.com/,4.2,49,372,63270,9350135,1373,3558,11,0
4410,http://heyuandong.haodf.com/,4.1,24,149,20510,423691,17,994,11,0
4510,http://lyd0622.haodf.com/,3.7,2,15,19290,1037569,0,2359,11,0
4610,http://fangtiedr.haodf.com/,5,389,879,139505,6532368,75,12032,11,0
4710,http://sunchengyan.haodf.com/,4.9,183,244,78247,9287776,49,5763,11,0
4810,http://drjianglijun.haodf.com/,4.9,240,831,54755,1151663,6,1981,11,0
4910,http://xieyq.haodf.com/,4.6,239,275,25879,1692242,6,1997,11,0
5010,http://lxdong.haodf.com/,4.6,309,1692,205985,12064305,41,10094,11,0
5114,http://chenjimei.haodf.com/,4.5,205,1210,130615,6601112,27,7037,11,0
5212,http://FWHDC.haodf.com/,4.4,221,2321,113603,10482479,69,6539,11,0
5310,http://lianfeng.haodf.com/,3.9,53,214,67366,6177328,136,4173,11,0
5410,http://drchinkenkon.haodf.com/,4.9,452,1748,62630,5853927,6,7407,11,0
5510,http://tjzhanglei.haodf.com/,4.6,273,201,21005,997211,23,2147,11,0
5610,http://jiangsl301.haodf.com/,4.8,174,332,30645,856754,21,1920,11,0
5710,http://dryanjun.haodf.com/,4.6,267,685,79960,2990988,2,4753,11,0
5810,http://yannzhchina.haodf.com/,4.5,70,263,15080,439346,5,1081,11,0
5910,http://liuchunjun.haodf.com/,4.7,522,825,98410,6363216,42,6553,11,0
6010,http://xiefenghe.haodf.com/,4.6,156,265,64218,2558215,10,6106,11,0
6114,http://wangbin6666.haodf.com/,4.7,194,886,133533,4444202,34,6034,11,0
6212,http://zhangyuguang18.haodf.com/,4.5,157,906,172235,3781615,25,7526,11,0
6310,http://litianshi.haodf.com/,4.3,284,1556,342834,14270435,64,13025,11,0
6410,http://yingfoun.haodf.com/,4.4,76,337,63615,2711226,18,4672,11,0
6510,http://cc88.haodf.com/,4.2,51,231,84271,7625644,69,6724,11,0
6610,http://taoran129.haodf.com/,4.3,59,76,42830,2066239,7,3302,11,0
6710,http://earthquake.haodf.com/,4,24,74,44570,2777920,28,3709,11,0
6810,http://sq049.haodf.com/,3.5,4,28,18500,2156347,98,1887,11,0
6910,http://qiliqiang.haodf.com/,5,539,3495,230050,8870184,24,14959,11,0
7010,http://wugaosong.haodf.com/,4.6,241,1254,87640,5948585,54,8675,11,0
7114,http://duzhenggui.haodf.com/,4.5,139,1159,59865,1381051,4,3903,11,0
7212,http://gsfx2005.haodf.com/,4.3,270,1182,138929,10874006,42,9732,11,0
7310,http://drchenhongliang.haodf.com/,4.5,183,639,65635,1674776,2,4879,11,0
7410,http://liuchunping.haodf.com/,4.3,152,545,52175,3357202,1,4365,11,0
7510,http://lujinsong.haodf.com/,4.3,173,121,19080,2494255,2,3329,11,0
7610,http://wangkun.haodf.com/,4.5,200,1764,99640,6286907,50,5894,11,0
7710,http://zhangchaojie.haodf.com/,4.1,163,1212,114571,11623576,77,7182,11,0
7810,http://wooj.haodf.com/,4.1,67,428,50334,3780469,18,3238,11,0
7910,http://drliuguangyu.haodf.com/,4,131,653,63275,6999501,2,2114,11,0
8010,http://drliuhui.haodf.com/,4,41,77,13845,1334845,0,1416,11,0
8114,http://drchenshanwen.haodf.com/,5,477,1627,172265,4856394,311,8955,11,0
8212,http://yedingwei.haodf.com/,4.7,402,1602,180720,16674945,33,12179,11,0
8310,http://joeliweiguo.haodf.com/,4.3,432,321,63746,4824144,12,6335,11,0
8410,http://drdaibo.haodf.com/,4.5,203,563,30255,2703580,36,2892,11,0
8510,http://yangbin710.haodf.com/,4.5,242,912,46485,1234055,37,2150,11,0
8610,http://qianzhangbmu.haodf.com/,4.3,270,684,112835,9669621,61,7500,11,0
8710,http://drlyq.haodf.com/,4.5,113,241,35825,636076,2,3295,11,0
8810,http://Wtianpeng.haodf.com/,4.4,77,464,80025,2397623,49,6169,11,0
8910,http://chandlerwang.haodf.com/,4.4,108,193,17460,1016340,10,2105,11,0
9010,http://lixuesong.haodf.com/,4.1,172,561,85224,7055519,46,4290,11,0
9114,http://caotangfengqiang.haodf.com/,4,33,122,33735,575552,20,1765,11,0
9212,http://jiangmanbodr.haodf.com/,3.9,7,79,74940,2609615,15,7085,11,0
9310,http://yangzhying.haodf.com/,4.5,230,825,110372,11691054,42,8582,11,0
9410,http://yangtian6666.haodf.com/,4.4,70,229,17056,1189901,47,1903,11,0
9510,http://shixianjie.haodf.com/,4.2,163,702,120645,7065991,16,9623,11,0
9610,http://zhenglihuahua.haodf.com/,4.9,210,798,69510,3812565,66,6490,11,0
9710,http://lihuidf.haodf.com/,4.3,268,744,87437,5395991,16,7120,11,0
9810,http://baoming.haodf.com/,4.3,83,717,140460,13608882,34,9653,11,0
9910,http://suny1233.haodf.com/,4.6,49,310,21875,480205,9,1796,11,0
10010,http://fanxindong.haodf.com/,4.9,267,841,192846,9183615,4,13269,11,0
10114,http://litan0919.haodf.com/,4.9,267,322,24085,1214865,7,1976,11,0
10212,http://guohongjie.haodf.com/,4.7,465,1613,142369,6814251,73,8777,11,0
10310,http://zhangchenghai1.haodf.com/,4.5,117,498,54645,1751203,43,3436,11,0
10410,http://zhanghaodoc.haodf.com/,4.4,185,547,68790,4296851,0,5423,11,0
10510,http://huhai.haodf.com/,5,265,1266,228123,26882481,72,17887,11,0
10610,http://huanggengwen.haodf.com/,4.5,200,1071,45245,1500387,84,2580,11,0
10710,http://binbin35.haodf.com/,4.7,360,369,88725,7595370,23,6831,11,0
10810,http://renjianan.haodf.com/,4.4,500,812,106518,9644022,23,6853,11,0
10910,http://xiaoyong9995.haodf.com/,4.6,246,251,28695,1152764,40,2229,11,0
11013,http://zhaohmdr.haodf.com/,4.5,147,1258,57210,882409,15,2542,11,0
11114,http://tyl1990.haodf.com/,4.3,118,272,26117,2588693,69,2873,11,0
11212,http://hanbaosan.haodf.com/,4.1,262,2657,206059,34387118,246,9922,11,0
11310,http://wujinzhu1124.haodf.com/,4,223,222,83795,2625892,139,4388,11,0
11510,http://shaotl.haodf.com/,0,402,3194,407282,36928655,32,26143,11,0
11610,http://chenshuqin1021.haodf.com/,4.9,229,1879,134870,2695532,13,6334,11,0
11710,http://chenfeidr.haodf.com/,5,365,1954,118445,7188436,8,7139,11,0
11810,http://huminyisheng.haodf.com/,4.8,120,1990,175420,1335693,0,9011,11,0
11910,http://Wangdonghongdr.haodf.com/,4.7,151,750,133350,2376173,18,10937,11,0
12010,http://hongling529.haodf.com/,4.6,517,1718,170935,9169003,31,9747,11,0
12114,http://lxyhys.haodf.com/,4.8,248,564,210920,3762724,35,13907,11,0
12212,http://xuhainan123.haodf.com/,4.6,108,1358,91730,2984449,19,6979,11,0
12310,http://zhaoqianyx.haodf.com/,4.7,118,291,47235,2980241,26,4832,11,0
12410,http://xuchengkang.haodf.com/,4.6,131,828,79846,6870813,26,7457,11,0
12510,http://panlingya.haodf.com/,4.6,430,2985,76605,22499592,0,7862,11,0
12610,http://dengxiaohui.haodf.com/,4.6,139,462,89851,8631125,31,7488,11,0
12710,http://yszlfy.haodf.com/,4.5,178,648,55640,5705845,8,5120,11,0
12810,http://zhuzhengxia.haodf.com/,4.3,82,682,133735,2612936,1,8175,11,0
12910,http://zhouk88.haodf.com/,4.5,92,1554,93427,8255146,42,6569,11,0
13010,http://sjzwhw.haodf.com/,4.4,57,446,86540,2579328,87,4894,11,0
13114,http://chengjiumei.haodf.com/,4.2,237,1517,270500,22384350,15,18611,11,0
13212,http://yinliandi.haodf.com/,4.4,60,752,161205,13042967,1,9495,11,0
13310,http://shannc.haodf.com/,4.4,44,488,59620,1852228,23,3899,11,0
13410,http://chenweilinxh.haodf.com/,4.3,73,575,63185,4423294,72,4579,11,0
13510,http://zhaomxdr.haodf.com/,4.4,49,278,45705,867209,7,2579,11,0
13610,http://liuwei3956.haodf.com/,4.2,57,201,21755,468279,2,1594,11,0
13710,http://mataodr.haodf.com/,4.4,50,200,82160,5789551,20,5745,11,0
13810,http://liliuxia.haodf.com/,4.5,45,118,36595,3217490,20,3430,11,0
13910,http://wangbin6758.haodf.com/,4.2,52,400,83235,2444558,11,6255,11,0
14010,http://linbei.haodf.com/,4.2,95,650,101625,12941161,59,7791,11,0
14114,http://jzc88.haodf.com/,4.3,103,1135,499897,36283626,11,17886,11,0
14212,http://yangniandr.haodf.com/,3.8,15,68,43375,1519387,1,3301,11,0
14310,http://tianyimeidr.haodf.com/,3.6,16,70,36135,2487516,104,3036,11,0
14410,http://liuming7678.haodf.com/,5,225,847,102195,4511228,22,6834,11,0
14510,http://wxinhua.haodf.com/,4.8,105,716,79725,2430047,1,3786,11,0
14610,http://heyiping9999.haodf.com/,4.3,90,1447,103850,2007106,16,4626,11,0
14710,http://tangzhijiandr.haodf.com/,4.2,51,381,36430,799088,3,2641,11,0
14810,http://cjh0290.haodf.com/,4.3,17,231,40685,1352988,10,2932,11,0
14910,http://lijiedrdoctor.haodf.com/,4.1,19,550,43005,466384,3,2055,11,0
15010,http://lhy81048.haodf.com/,4,6,61,12175,315671,2,1129,11,0
15112,http://baosh2002.haodf.com/,4.9,446,1830,254502,14551840,85,14011,11,0
15510,http://dubotao.haodf.com/,4.5,207,732,206204,15558397,69,13670,11,0
1569,http://gaosj.haodf.com/,4.5,265,1463,149901,14077137,8,9673,11,0
15810,http://szzhanghong.haodf.com/,4,207,2492,255358,20468702,57,6333,11,0
15910,http://liujunlj.haodf.com/,3.6,10,68,34785,1114340,3,2568,11,0
16010,http://Haojing1978.haodf.com/,3.1,2,13,22255,1627837,0,2495,11,0
16114,http://huameima.haodf.com/,4.5,153,1989,63995,926323,1,2034,11,0
16212,http://Hgqdr.haodf.com/,4.1,81,1351,123365,2835970,23,9460,11,0
16310,http://xzc47.haodf.com/,4.4,140,458,67913,3647867,6,5114,11,0
16410,http://liyuqindr.haodf.com/,4.5,114,258,36375,374860,2,2637,11,0
16510,http://zlc051.haodf.com/,4.3,83,1144,169590,3540786,2,6874,11,0
16610,http://wangxiuying07.haodf.com/,4.3,63,251,42550,2736257,27,3344,11,0
16710,http://wujunrmyy.haodf.com/,4.3,97,2672,41200,1728416,118,910,11,0
16810,http://qianjiangchaodr.haodf.com/,4,50,613,41835,455176,3,2080,11,0
16910,http://baihaitao.haodf.com/,4.2,40,610,28735,609589,38,1618,11,0
17010,http://huangleidr.haodf.com/,4.1,16,53,24332,2480159,9,1499,11,0
17114,http://guzaiyan.haodf.com/,3.6,6,12,6875,1755575,26,801,11,0
17211,http://zzjwlb123456.haodf.com/,3.6,8,66,31900,1011950,61,1856,11,0
17310,http://cong623636809.haodf.com/,3.3,0,3,10850,338150,0,691,11,0
17410,http://ayzhenghong.haodf.com/,5,111,695,97235,1418328,0,4299,11,0
17510,http://dengchun1968.haodf.com/,4.9,78,1077,84310,1860821,7,4642,11,0
17710,http://jirx0606.haodf.com/,5,266,1041,94946,3914102,1,4992,11,0
17810,http://genggang550928.haodf.com/,4.6,148,928,76870,1835478,6,4033,11,0
17910,http://wangjr.haodf.com/,4.8,188,889,68500,3178028,44,4902,11,0
18010,http://drjyyou.haodf.com/,4.9,133,1071,107990,2371654,17,7822,11,0
18114,http://jinyuldyy.haodf.com/,4.8,123,616,94365,3288843,15,6377,11,0
18211,http://chenchangbindr.haodf.com/,4.8,74,312,45070,923339,7,2982,11,0
18310,http://zhuxiaohuadr.haodf.com/,4.4,17,36,17443,1317801,7,1739,11,0
18510,http://huayimin.haodf.com/,5,666,733,88371,4563323,22,5305,11,0
18610,http://hanbo35.haodf.com/,4.9,439,648,111815,5129879,20,7844,11,0
18710,http://jrdoctoryang.haodf.com/,4.5,89,248,37730,1154473,12,2388,11,0
